PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m
2020-01-08T03:00:00Z,2020-01-08T02:00:00Z,PT60M,11.3,0,0,0,12.3,82.6,1014.2,277,4.2
2020-01-08T04:00:00Z,2020-01-08T03:00:00Z,PT60M,11.4,0,0,0,14.1,81.2,1014.3,267,4.1
2020-01-08T05:00:00Z,2020-01-08T04:00:00Z,PT60M,11.5,0,0,0,14.3,82.7,1014.8,266,4.2
2020-01-08T06:00:00Z,2020-01-08T05:00:00Z,PT60M,11.2,0,0,0,14.9,86.7,1015.2,261,3.6
2020-01-08T07:00:00Z,2020-01-08T06:00:00Z,PT60M,11.0,0,0,0,15.0,89.0,1014.9,259,3.5
2020-01-08T08:00:00Z,2020-01-08T07:00:00Z,PT60M,10.9,0,0,0,14.2,88.4,1014.4,268,3.6
2020-01-08T09:00:00Z,2020-01-08T08:00:00Z,PT60M,10.8,0,0,0,13.5,88.4,1014.0,274,3.0
2020-01-08T10:00:00Z,2020-01-08T09:00:00Z,PT60M,10.6,0,0,0,12.8,88.9,1014.1,279,2.8
2020-01-08T11:00:00Z,2020-01-08T10:00:00Z,PT60M,10.5,0,0,0,12.4,89.2,1014.4,286,3.0
2020-01-08T12:00:00Z,2020-01-08T11:00:00Z,PT60M,10.3,0,0,0,12.4,90.1,1014.4,289,2.2
2020-01-08T13:00:00Z,2020-01-08T12:00:00Z,PT60M,10.1,0,0,0,12.5,90.7,1014.5,296,1.8
2020-01-08T14:00:00Z,2020-01-08T13:00:00Z,PT60M,10.0,0,0,0,12.7,89.8,1014.7,303,2.4
2020-01-08T15:00:00Z,2020-01-08T14:00:00Z,PT60M,9.9,0,0,0,12.9,89.2,1014.9,308,2.6
2020-01-08T16:00:00Z,2020-01-08T15:00:00Z,PT60M,9.8,9,33,12,13.1,88.5,1015.3,310,2.6
2020-01-08T17:00:00Z,2020-01-08T16:00:00Z,PT60M,10.1,52,372,126,13.0,86.2,1015.6,309,2.1
2020-01-08T18:00:00Z,2020-01-08T17:00:00Z,PT60M,10.6,148,256,226,13.5,82.8,1015.6,301,1.5
2020-01-08T19:00:00Z,2020-01-08T18:00:00Z,PT60M,11.1,213,101,256,14.4,80.4,1015.7,291,1.8
2020-01-08T20:00:00Z,2020-01-08T19:00:00Z,PT60M,11.5,260,121,319,14.3,78.3,1015.1,286,2.3
2020-01-08T21:00:00Z,2020-01-08T20:00:00Z,PT60M,12.0,265,179,353,13.4,76.0,1014.1,282,3.1
2020-01-08T22:00:00Z,2020-01-08T21:00:00Z,PT60M,12.3,204,376,376,13.0,73.7,1013.2,284,4.3
2020-01-08T23:00:00Z,2020-01-08T22:00:00Z,PT60M,12.3,169,307,282,13.2,70.8,1013.0,287,5.1
2020-01-09T00:00:00Z,2020-01-08T23:00:00Z,PT60M,11.9,131,24,137,14.4,70.7,1013.5,288,5.3
2020-01-09T01:00:00Z,2020-01-09T00:00:00Z,PT60M,11.3,39,62,47,15.7,72.6,1013.5,290,4.9
2020-01-09T02:00:00Z,2020-01-09T01:00:00Z,PT60M,11.0,0,0,0,17.1,73.8,1013.5,291,4.4
2020-01-09T03:00:00Z,2020-01-09T02:00:00Z,PT60M,10.9,0,0,0,18.6,75.6,1013.8,291,3.9
2020-01-09T04:00:00Z,2020-01-09T03:00:00Z,PT60M,10.8,0,0,0,18.4,77.1,1013.8,290,3.4
2020-01-09T05:00:00Z,2020-01-09T04:00:00Z,PT60M,10.6,0,0,0,17.6,79.0,1013.5,279,2.8
2020-01-09T06:00:00Z,2020-01-09T05:00:00Z,PT60M,10.5,0,0,0,17.1,80.9,1013.4,271,2.7
2020-01-09T07:00:00Z,2020-01-09T06:00:00Z,PT60M,10.4,0,0,0,16.4,82.5,1013.3,272,2.9
2020-01-09T08:00:00Z,2020-01-09T07:00:00Z,PT60M,10.3,0,0,0,16.0,83.9,1012.8,258,2.8
2020-01-09T09:00:00Z,2020-01-09T08:00:00Z,PT60M,10.4,0,0,0,15.4,84.8,1012.1,232,3.1
2020-01-09T10:00:00Z,2020-01-09T09:00:00Z,PT60M,10.4,0,0,0,15.1,86.3,1011.7,222,3.8
2020-01-09T11:00:00Z,2020-01-09T10:00:00Z,PT60M,10.6,0,0,0,16.2,87.1,1011.5,220,4.4
2020-01-09T12:00:00Z,2020-01-09T11:00:00Z,PT60M,10.6,0,0,0,17.9,86.9,1010.6,205,4.9
2020-01-09T13:00:00Z,2020-01-09T12:00:00Z,PT60M,10.4,0,0,0,18.3,87.4,1009.4,198,5.7
2020-01-09T14:00:00Z,2020-01-09T13:00:00Z,PT60M,10.7,0,0,0,16.7,87.7,1008.7,237,5.1
2020-01-09T15:00:00Z,2020-01-09T14:00:00Z,PT60M,11.1,0,0,0,13.7,85.1,1008.6,288,6.6
2020-01-09T16:00:00Z,2020-01-09T15:00:00Z,PT60M,11.0,7,62,13,12.1,81.4,1008.9,305,7.6
2020-01-09T17:00:00Z,2020-01-09T16:00:00Z,PT60M,11.1,53,370,126,11.8,78.2,1009.7,315,6.9
2020-01-09T18:00:00Z,2020-01-09T17:00:00Z,PT60M,11.4,66,690,282,12.2,76.2,1010.9,327,5.6
2020-01-09T19:00:00Z,2020-01-09T18:00:00Z,PT60M,11.8,132,510,349,12.6,74.9,1011.8,347,4.9
2020-01-09T20:00:00Z,2020-01-09T19:00:00Z,PT60M,11.7,163,556,431,12.0,73.9,1012.3,13,5.1
2020-01-09T21:00:00Z,2020-01-09T20:00:00Z,PT60M,11.4,191,478,429,10.8,73.6,1012.8,23,6.1
2020-01-09T22:00:00Z,2020-01-09T21:00:00Z,PT60M,11.3,244,196,336,9.8,72.1,1013.3,27,6.6
2020-01-09T23:00:00Z,2020-01-09T22:00:00Z,PT60M,11.3,117,573,333,9.1,69.9,1014.0,31,6.2
2020-01-10T00:00:00Z,2020-01-09T23:00:00Z,PT60M,11.0,60,624,217,8.6,71.3,1014.4,39,5.0
2020-01-10T01:00:00Z,2020-01-10T00:00:00Z,PT60M,10.6,25,337,67,8.6,73.2,1014.7,36,3.0
2020-01-10T02:00:00Z,2020-01-10T01:00:00Z,PT60M,10.3,0,0,0,9.1,73.9,1015.6,354,2.1
2020-01-10T03:00:00Z,2020-01-10T02:00:00Z,PT60M,10.1,0,0,0,9.6,76.5,1016.0,322,1.9
2020-01-10T04:00:00Z,2020-01-10T03:00:00Z,PT60M,10.1,0,0,0,10.1,79.7,1016.3,295,1.9
2020-01-10T05:00:00Z,2020-01-10T04:00:00Z,PT60M,10.1,0,0,0,10.4,82.5,1016.9,298,1.6
2020-01-10T06:00:00Z,2020-01-10T05:00:00Z,PT60M,10.1,0,0,0,10.6,84.5,1017.2,312,0.7
2020-01-10T07:00:00Z,2020-01-10T06:00:00Z,PT60M,10.0,0,0,0,11.2,85.6,1017.0,91,0.1
2020-01-10T08:00:00Z,2020-01-10T07:00:00Z,PT60M,9.8,0,0,0,11.9,85.9,1017.1,253,0.2
2020-01-10T09:00:00Z,2020-01-10T08:00:00Z,PT60M,9.7,0,0,0,12.4,85.9,1017.4,306,0.4
2020-01-10T10:00:00Z,2020-01-10T09:00:00Z,PT60M,9.6,0,0,0,12.7,85.6,1017.7,5,0.6
2020-01-10T11:00:00Z,2020-01-10T10:00:00Z,PT60M,9.4,0,0,0,13.0,85.6,1018.0,56,0.8
2020-01-10T12:00:00Z,2020-01-10T11:00:00Z,PT60M,9.2,0,0,0,12.9,85.2,1018.6,77,0.9
2020-01-10T13:00:00Z,2020-01-10T12:00:00Z,PT60M,9.0,0,0,0,13.2,84.9,1018.9,69,1.0
2020-01-10T14:00:00Z,2020-01-10T13:00:00Z,PT60M,8.8,0,0,0,14.0,85.5,1018.6,84,1.3
2020-01-10T15:00:00Z,2020-01-10T14:00:00Z,PT60M,8.6,0,0,0,14.1,85.8,1018.9,88,1.5
2020-01-10T16:00:00Z,2020-01-10T15:00:00Z,PT60M,8.6,7,72,14,13.8,84.6,1019.8,75,1.4
2020-01-10T17:00:00Z,2020-01-10T16:00:00Z,PT60M,9.0,44,506,134,13.6,80.9,1020.8,60,1.3
2020-01-10T18:00:00Z,2020-01-10T17:00:00Z,PT60M,9.6,62,708,287,13.8,71.9,1021.3,84,1.4
2020-01-10T19:00:00Z,2020-01-10T18:00:00Z,PT60M,10.3,71,798,409,14.1,64.0,1020.9,108,1.6
2020-01-10T20:00:00Z,2020-01-10T19:00:00Z,PT60M,11.1,78,831,481,14.4,59.2,1020.6,93,0.8
2020-01-10T21:00:00Z,2020-01-10T20:00:00Z,PT60M,11.6,140,654,466,14.3,56.9,1020.5,302,0.7
2020-01-10T22:00:00Z,2020-01-10T21:00:00Z,PT60M,11.7,176,486,401,14.0,57.8,1020.1,275,1.6
2020-01-10T23:00:00Z,2020-01-10T22:00:00Z,PT60M,11.9,132,512,324,13.5,60.3,1019.6,261,2.2
2020-01-11T00:00:00Z,2020-01-10T23:00:00Z,PT60M,11.6,64,593,214,13.3,65.1,1019.6,270,3.1
2020-01-11T01:00:00Z,2020-01-11T00:00:00Z,PT60M,11.0,39,148,58,13.1,72.3,1019.5,277,3.9
2020-01-11T02:00:00Z,2020-01-11T01:00:00Z,PT60M,10.4,0,0,0,12.5,79.0,1019.5,280,4.0
2020-01-11T03:00:00Z,2020-01-11T02:00:00Z,PT60M,10.1,0,0,0,12.2,81.9,1019.9,285,3.8
2020-01-11T04:00:00Z,2020-01-11T03:00:00Z,PT60M,10.0,0,0,0,13.2,83.6,1020.2,281,3.3
2020-01-11T05:00:00Z,2020-01-11T04:00:00Z,PT60M,10.0,0,0,0,14.8,85.0,1020.2,262,2.6
2020-01-11T06:00:00Z,2020-01-11T05:00:00Z,PT60M,10.1,0,0,0,15.6,85.6,1020.0,246,2.5
2020-01-11T07:00:00Z,2020-01-11T06:00:00Z,PT60M,10.3,0,0,0,16.7,85.6,1020.0,250,2.3
2020-01-11T08:00:00Z,2020-01-11T07:00:00Z,PT60M,10.6,0,0,0,17.3,85.4,1019.9,229,2.0
2020-01-11T09:00:00Z,2020-01-11T08:00:00Z,PT60M,10.7,0,0,0,17.2,86.0,1019.5,194,2.8
2020-01-11T10:00:00Z,2020-01-11T09:00:00Z,PT60M,10.6,0,0,0,17.0,88.1,1019.1,196,3.5
2020-01-11T11:00:00Z,2020-01-11T10:00:00Z,PT60M,10.8,0,0,0,16.3,90.2,1019.1,210,3.6
2020-01-11T12:00:00Z,2020-01-11T11:00:00Z,PT60M,10.8,0,0,0,15.0,91.4,1019.1,213,2.4
2020-01-11T13:00:00Z,2020-01-11T12:00:00Z,PT60M,10.7,0,0,0,12.6,89.5,1018.9,254,1.4
2020-01-11T14:00:00Z,2020-01-11T13:00:00Z,PT60M,10.6,0,0,0,10.6,85.1,1018.6,286,2.5
2020-01-11T15:00:00Z,2020-01-11T14:00:00Z,PT60M,10.5,0,0,0,10.4,81.1,1018.4,291,3.0
2020-01-11T16:00:00Z,2020-01-11T15:00:00Z,PT60M,10.5,9,25,11,11.0,79.2,1018.6,291,3.3
2020-01-11T17:00:00Z,2020-01-11T16:00:00Z,PT60M,11.0,62,263,118,11.7,77.1,1019.2,296,4.0
2020-01-11T18:00:00Z,2020-01-11T17:00:00Z,PT60M,11.5,67,681,285,11.4,72.8,1020.0,301,4.1
2020-01-11T19:00:00Z,2020-01-11T18:00:00Z,PT60M,11.8,74,788,409,11.1,69.0,1020.4,300,4.4
2020-01-11T20:00:00Z,2020-01-11T19:00:00Z,PT60M,12.2,78,831,483,11.4,67.9,1019.8,296,5.6
2020-01-11T21:00:00Z,2020-01-11T20:00:00Z,PT60M,12.4,161,591,457,11.5,68.2,1018.5,294,6.6
2020-01-11T22:00:00Z,2020-01-11T21:00:00Z,PT60M,12.4,184,462,399,11.7,68.0,1017.5,295,7.3
2020-01-11T23:00:00Z,2020-01-11T22:00:00Z,PT60M,12.3,143,467,320,11.9,68.0,1017.3,296,7.4
2020-01-12T00:00:00Z,2020-01-11T23:00:00Z,PT60M,12.1,58,616,218,11.8,68.9,1017.7,297,6.5
2020-01-12T01:00:00Z,2020-01-12T00:00:00Z,PT60M,11.7,29,292,67,12.0,70.2,1018.1,298,5.7
2020-01-12T02:00:00Z,2020-01-12T01:00:00Z,PT60M,11.1,0,0,0,12.1,71.8,1017.8,301,5.5
2020-01-12T03:00:00Z,2020-01-12T02:00:00Z,PT60M,10.6,0,0,0,12.1,73.0,1017.3,306,5.6
2020-01-12T04:00:00Z,2020-01-12T03:00:00Z,PT60M,10.4,0,0,0,12.0,72.7,1017.3,310,5.2
2020-01-12T05:00:00Z,2020-01-12T04:00:00Z,PT60M,10.1,0,0,0,12.1,72.6,1017.4,312,4.4
2020-01-12T06:00:00Z,2020-01-12T05:00:00Z,PT60M,9.9,0,0,0,12.5,74.1,1017.7,312,3.5
2020-01-12T07:00:00Z,2020-01-12T06:00:00Z,PT60M,9.7,0,0,0,12.9,74.8,1017.9,310,3.1
2020-01-12T08:00:00Z,2020-01-12T07:00:00Z,PT60M,9.6,0,0,0,13.0,74.3,1017.8,308,4.0
2020-01-12T09:00:00Z,2020-01-12T08:00:00Z,PT60M,9.4,0,0,0,12.9,73.0,1017.3,312,4.3
2020-01-12T10:00:00Z,2020-01-12T09:00:00Z,PT60M,9.1,0,0,0,12.8,71.2,1017.2,317,4.1
2020-01-12T11:00:00Z,2020-01-12T10:00:00Z,PT60M,8.9,0,0,0,12.6,69.9,1017.6,317,4.1
2020-01-12T12:00:00Z,2020-01-12T11:00:00Z,PT60M,8.8,0,0,0,11.7,68.1,1017.8,318,3.4
2020-01-12T13:00:00Z,2020-01-12T12:00:00Z,PT60M,8.7,0,0,0,10.9,67.7,1017.7,323,3.3
2020-01-12T14:00:00Z,2020-01-12T13:00:00Z,PT60M,8.6,0,0,0,10.7,69.4,1017.2,319,3.4
2020-01-12T15:00:00Z,2020-01-12T14:00:00Z,PT60M,8.8,0,0,0,10.4,70.9,1017.0,311,3.5
2020-01-12T16:00:00Z,2020-01-12T15:00:00Z,PT60M,9.0,8,71,14,10.4,71.4,1017.5,310,4.0
2020-01-12T17:00:00Z,2020-01-12T16:00:00Z,PT60M,9.5,42,526,138,10.5,70.0,1018.2,315,4.2
2020-01-12T18:00:00Z,2020-01-12T17:00:00Z,PT60M,9.8,59,729,293,10.5,66.2,1018.4,318,2.5
2020-01-12T19:00:00Z,2020-01-12T18:00:00Z,PT60M,10.1,68,813,415,11.0,63.6,1018.0,299,1.2
2020-01-12T20:00:00Z,2020-01-12T19:00:00Z,PT60M,10.8,74,845,487,11.9,64.0,1017.3,289,2.1
2020-01-12T21:00:00Z,2020-01-12T20:00:00Z,PT60M,11.3,77,844,501,13.0,65.9,1016.6,287,2.9
2020-01-12T22:00:00Z,2020-01-12T21:00:00Z,PT60M,11.6,78,809,456,14.2,68.0,1015.7,283,3.5
2020-01-12T23:00:00Z,2020-01-12T22:00:00Z,PT60M,11.8,72,745,359,14.6,69.0,1015.4,283,4.1
2020-01-13T00:00:00Z,2020-01-12T23:00:00Z,PT60M,11.6,58,620,221,14.1,69.7,1015.6,285,4.0
2020-01-13T01:00:00Z,2020-01-13T00:00:00Z,PT60M,11.2,29,300,69,14.0,71.8,1015.4,284,3.6
2020-01-13T02:00:00Z,2020-01-13T01:00:00Z,PT60M,10.7,0,0,0,14.5,74.5,1015.2,282,3.7
2020-01-13T03:00:00Z,2020-01-13T02:00:00Z,PT60M,10.4,0,0,0,14.8,76.5,1015.3,277,3.9
2020-01-13T04:00:00Z,2020-01-13T03:00:00Z,PT60M,10.3,0,0,0,15.2,77.8,1015.4,271,3.9
2020-01-13T05:00:00Z,2020-01-13T04:00:00Z,PT60M,10.3,0,0,0,15.7,79.5,1015.7,263,3.6
2020-01-13T06:00:00Z,2020-01-13T05:00:00Z,PT60M,10.4,0,0,0,16.4,83.4,1015.5,242,3.7
2020-01-13T07:00:00Z,2020-01-13T06:00:00Z,PT60M,10.5,0,0,0,16.4,87.1,1015.2,234,3.8
2020-01-13T08:00:00Z,2020-01-13T07:00:00Z,PT60M,10.5,0,0,0,15.6,86.5,1015.3,258,3.4
2020-01-13T09:00:00Z,2020-01-13T08:00:00Z,PT60M,10.4,0,0,0,14.9,83.6,1015.4,283,3.8
2020-01-13T10:00:00Z,2020-01-13T09:00:00Z,PT60M,10.3,0,0,0,14.1,80.2,1015.5,291,3.7
2020-01-13T11:00:00Z,2020-01-13T10:00:00Z,PT60M,10.1,0,0,0,13.4,77.8,1015.8,295,3.1
2020-01-13T12:00:00Z,2020-01-13T11:00:00Z,PT60M,9.8,0,0,0,13.3,75.9,1016.1,294,2.0
2020-01-13T13:00:00Z,2020-01-13T12:00:00Z,PT60M,9.6,0,0,0,13.5,75.4,1015.9,275,1.2
2020-01-13T14:00:00Z,2020-01-13T13:00:00Z,PT60M,9.5,0,0,0,14.1,76.6,1015.8,258,1.7
2020-01-13T15:00:00Z,2020-01-13T14:00:00Z,PT60M,9.5,0,0,0,14.5,77.7,1016.0,263,2.3
2020-01-13T16:00:00Z,2020-01-13T15:00:00Z,PT60M,9.6,8,55,13,14.8,78.5,1016.4,274,2.5
2020-01-13T17:00:00Z,2020-01-13T16:00:00Z,PT60M,10.1,47,466,132,14.3,76.4,1016.8,276,2.4
2020-01-13T18:00:00Z,2020-01-13T17:00:00Z,PT60M,10.8,67,678,286,14.0,72.4,1017.4,260,2.3
2020-01-13T19:00:00Z,2020-01-13T18:00:00Z,PT60M,11.2,84,748,403,14.1,70.3,1017.9,250,3.0
2020-01-13T20:00:00Z,2020-01-13T19:00:00Z,PT60M,11.5,208,366,386,14.5,70.4,1017.6,256,3.9
2020-01-13T21:00:00Z,2020-01-13T20:00:00Z,PT60M,11.7,256,169,342,15.4,71.9,1017.2,258,4.4
2020-01-13T22:00:00Z,2020-01-13T21:00:00Z,PT60M,11.6,214,293,351,15.9,74.2,1016.6,253,4.7
2020-01-13T23:00:00Z,2020-01-13T22:00:00Z,PT60M,11.5,176,171,245,16.2,76.2,1016.1,247,4.8
2020-01-14T00:00:00Z,2020-01-13T23:00:00Z,PT60M,11.4,127,168,171,16.0,77.0,1016.4,241,4.2
2020-01-14T01:00:00Z,2020-01-14T00:00:00Z,PT60M,11.2,50,47,55,15.7,77.7,1016.5,225,3.8
2020-01-14T02:00:00Z,2020-01-14T01:00:00Z,PT60M,10.9,0,1,0,15.7,79.0,1016.3,214,4.2
2020-01-14T03:00:00Z,2020-01-14T02:00:00Z,PT60M,10.9,0,0,0,15.9,79.8,1015.9,204,4.9
2020-01-14T04:00:00Z,2020-01-14T03:00:00Z,PT60M,10.7,0,0,0,16.3,82.0,1015.6,197,5.3
2020-01-14T05:00:00Z,2020-01-14T04:00:00Z,PT60M,10.7,0,0,0,16.2,84.8,1015.4,196,5.6
2020-01-14T06:00:00Z,2020-01-14T05:00:00Z,PT60M,10.9,0,0,0,15.6,86.9,1014.9,194,6.3
2020-01-14T07:00:00Z,2020-01-14T06:00:00Z,PT60M,11.2,0,0,0,15.4,88.4,1014.8,203,6.3
2020-01-14T08:00:00Z,2020-01-14T07:00:00Z,PT60M,11.4,0,0,0,14.8,89.3,1014.7,231,5.3
2020-01-14T09:00:00Z,2020-01-14T08:00:00Z,PT60M,11.4,0,0,0,13.4,90.2,1014.4,260,5.0
2020-01-14T10:00:00Z,2020-01-14T09:00:00Z,PT60M,11.1,0,0,0,12.2,88.3,1014.6,280,5.6
2020-01-14T11:00:00Z,2020-01-14T10:00:00Z,PT60M,10.6,0,0,0,11.2,81.9,1015.4,293,6.5
2020-01-14T12:00:00Z,2020-01-14T11:00:00Z,PT60M,10.3,0,0,0,10.3,74.6,1016.2,295,6.0
2020-01-14T13:00:00Z,2020-01-14T12:00:00Z,PT60M,10.1,0,0,0,10.1,70.6,1016.1,289,5.0
2020-01-14T14:00:00Z,2020-01-14T13:00:00Z,PT60M,10.1,0,0,0,10.5,68.9,1015.6,286,5.0
2020-01-14T15:00:00Z,2020-01-14T14:00:00Z,PT60M,10.3,0,0,0,10.7,66.8,1015.8,289,5.2
2020-01-14T16:00:00Z,2020-01-14T15:00:00Z,PT60M,10.3,7,28,9,10.8,66.6,1016.6,293,5.0
2020-01-14T17:00:00Z,2020-01-14T16:00:00Z,PT60M,10.5,71,185,108,10.9,66.6,1017.9,297,4.6
2020-01-14T18:00:00Z,2020-01-14T17:00:00Z,PT60M,10.7,76,642,284,11.2,66.2,1019.1,292,2.7
2020-01-14T19:00:00Z,2020-01-14T18:00:00Z,PT60M,10.9,117,640,390,11.3,65.1,1019.1,268,1.8
2020-01-14T20:00:00Z,2020-01-14T19:00:00Z,PT60M,11.2,187,488,429,11.4,63.4,1018.5,272,2.7
2020-01-14T21:00:00Z,2020-01-14T20:00:00Z,PT60M,11.4,208,448,436,11.5,63.4,1017.7,273,3.5
2020-01-14T22:00:00Z,2020-01-14T21:00:00Z,PT60M,11.5,203,410,397,11.4,63.2,1017.0,278,4.4
2020-01-14T23:00:00Z,2020-01-14T22:00:00Z,PT60M,11.4,150,457,328,10.9,62.3,1017.1,283,4.8
2020-01-15T00:00:00Z,2020-01-14T23:00:00Z,PT60M,11.2,60,631,229,10.7,63.4,1017.6,288,4.6
2020-01-15T01:00:00Z,2020-01-15T00:00:00Z,PT60M,10.8,32,317,75,10.6,66.2,1017.6,289,3.9
2020-01-15T02:00:00Z,2020-01-15T01:00:00Z,PT60M,10.3,0,1,1,10.4,68.0,1017.1,287,3.3
2020-01-15T03:00:00Z,2020-01-15T02:00:00Z,PT60M,10.0,0,0,0,10.0,69.1,1016.8,284,3.3
2020-01-15T04:00:00Z,2020-01-15T03:00:00Z,PT60M,9.8,0,0,0,9.9,69.8,1016.9,284,3.5
2020-01-15T05:00:00Z,2020-01-15T04:00:00Z,PT60M,9.7,0,0,0,9.8,70.1,1017.1,291,3.5
2020-01-15T06:00:00Z,2020-01-15T05:00:00Z,PT60M,9.6,0,0,0,10.4,72.6,1017.1,300,3.4
2020-01-15T07:00:00Z,2020-01-15T06:00:00Z,PT60M,9.4,0,0,0,10.9,74.8,1016.8,308,3.0
2020-01-15T08:00:00Z,2020-01-15T07:00:00Z,PT60M,9.1,0,0,0,10.9,74.7,1016.7,314,2.3
2020-01-15T09:00:00Z,2020-01-15T08:00:00Z,PT60M,8.8,0,0,0,11.2,75.8,1016.5,318,1.9
2020-01-15T10:00:00Z,2020-01-15T09:00:00Z,PT60M,8.6,0,0,0,11.5,76.8,1016.3,329,1.3
2020-01-15T11:00:00Z,2020-01-15T10:00:00Z,PT60M,8.4,0,0,0,11.6,77.3,1016.0,43,0.7
2020-01-15T12:00:00Z,2020-01-15T11:00:00Z,PT60M,8.1,0,0,0,11.5,80.0,1015.3,100,1.4
2020-01-15T13:00:00Z,2020-01-15T12:00:00Z,PT60M,7.9,0,0,0,11.7,82.5,1014.5,117,1.6
2020-01-15T14:00:00Z,2020-01-15T13:00:00Z,PT60M,7.7,0,0,0,12.0,82.8,1014.2,123,1.4
2020-01-15T15:00:00Z,2020-01-15T14:00:00Z,PT60M,7.6,0,0,0,11.9,83.0,1014.0,131,1.4
2020-01-15T16:00:00Z,2020-01-15T15:00:00Z,PT60M,7.7,10,38,13,12.1,82.2,1013.9,127,1.3
2020-01-15T17:00:00Z,2020-01-15T16:00:00Z,PT60M,8.1,68,296,125,12.1,80.2,1013.8,112,1.6
2020-01-15T18:00:00Z,2020-01-15T17:00:00Z,PT60M,8.4,102,519,273,11.9,79.5,1013.4,109,2.1
2020-01-15T19:00:00Z,2020-01-15T18:00:00Z,PT60M,8.8,110,671,402,11.5,77.0,1012.5,106,2.7
2020-01-15T20:00:00Z,2020-01-15T19:00:00Z,PT60M,9.4,246,307,397,11.0,69.9,1011.5,111,2.8
2020-01-15T21:00:00Z,2020-01-15T20:00:00Z,PT60M,10.1,279,204,383,10.9,61.7,1010.9,135,2.0
2020-01-15T22:00:00Z,2020-01-15T21:00:00Z,PT60M,10.5,224,349,390,11.1,57.7,1010.3,199,1.7
2020-01-15T23:00:00Z,2020-01-15T22:00:00Z,PT60M,10.5,220,123,271,11.4,59.8,1009.8,226,2.9
2020-01-16T00:00:00Z,2020-01-15T23:00:00Z,PT60M,10.3,141,105,169,12.0,66.2,1009.6,229,3.1
2020-01-16T01:00:00Z,2020-01-16T00:00:00Z,PT60M,10.0,51,59,60,12.1,71.6,1009.0,213,3.3
2020-01-16T02:00:00Z,2020-01-16T01:00:00Z,PT60M,9.8,0,0,0,12.2,73.8,1008.5,202,4.3
2020-01-16T03:00:00Z,2020-01-16T02:00:00Z,PT60M,9.7,0,0,0,12.4,75.1,1008.3,197,4.9
2020-01-16T04:00:00Z,2020-01-16T03:00:00Z,PT60M,9.8,0,0,0,12.5,75.6,1008.1,189,5.4
2020-01-16T05:00:00Z,2020-01-16T04:00:00Z,PT60M,9.9,0,0,0,12.5,75.4,1008.4,182,5.8
2020-01-16T06:00:00Z,2020-01-16T05:00:00Z,PT60M,10.2,0,0,0,12.8,76.0,1008.3,170,6.1
2020-01-16T07:00:00Z,2020-01-16T06:00:00Z,PT60M,10.5,0,0,0,13.0,76.3,1007.7,165,6.6
2020-01-16T08:00:00Z,2020-01-16T07:00:00Z,PT60M,10.5,0,0,0,12.9,76.3,1007.2,170,7.2
2020-01-16T09:00:00Z,2020-01-16T08:00:00Z,PT60M,10.6,0,0,0,12.9,76.8,1006.7,173,7.9
2020-01-16T10:00:00Z,2020-01-16T09:00:00Z,PT60M,10.8,0,0,0,13.0,76.0,1006.2,176,8.8
2020-01-16T11:00:00Z,2020-01-16T10:00:00Z,PT60M,11.0,0,0,0,13.2,74.5,1005.3,170,9.9
2020-01-16T12:00:00Z,2020-01-16T11:00:00Z,PT60M,10.9,0,0,0,14.0,75.1,1004.1,158,9.5
2020-01-16T13:00:00Z,2020-01-16T12:00:00Z,PT60M,10.6,0,0,0,15.2,76.3,1002.9,157,8.9
2020-01-16T14:00:00Z,2020-01-16T13:00:00Z,PT60M,10.6,0,0,0,15.8,75.5,1001.9,165,10.0
2020-01-16T15:00:00Z,2020-01-16T14:00:00Z,PT60M,10.6,0,0,0,16.9,76.6,1001.2,172,11.7
2020-01-16T16:00:00Z,2020-01-16T15:00:00Z,PT60M,10.7,8,0,8,18.4,77.9,1000.6,175,12.9
2020-01-16T17:00:00Z,2020-01-16T16:00:00Z,PT60M,9.1,41,0,41,18.3,84.2,1001.7,211,8.6
2020-01-16T18:00:00Z,2020-01-16T17:00:00Z,PT60M,7.5,59,0,59,17.0,90.2,1003.7,259,5.8
2020-01-16T19:00:00Z,2020-01-16T18:00:00Z,PT60M,7.5,45,0,45,16.0,88.7,1004.3,216,1.9
2020-01-16T20:00:00Z,2020-01-16T19:00:00Z,PT60M,7.9,100,0,100,15.2,86.2,1004.5,192,4.4
2020-01-16T21:00:00Z,2020-01-16T20:00:00Z,PT60M,8.7,96,0,96,13.8,78.0,1005.0,205,5.7
2020-01-16T22:00:00Z,2020-01-16T21:00:00Z,PT60M,9.6,55,0,55,12.0,69.5,1005.0,228,6.0
2020-01-16T23:00:00Z,2020-01-16T22:00:00Z,PT60M,10.3,163,307,283,11.0,65.2,1005.1,238,6.7
2020-01-17T00:00:00Z,2020-01-16T23:00:00Z,PT60M,10.5,116,94,145,10.8,65.0,1005.7,242,5.5
2020-01-17T01:00:00Z,2020-01-17T00:00:00Z,PT60M,10.2,38,144,55,11.0,67.8,1006.5,255,5.0
2020-01-17T02:00:00Z,2020-01-17T01:00:00Z,PT60M,9.8,1,1,1,10.8,69.1,1007.2,263,5.3
2020-01-17T03:00:00Z,2020-01-17T02:00:00Z,PT60M,9.7,0,0,0,10.6,69.6,1008.0,262,4.8
