PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m
2021-07-13T05:00:00Z,2021-07-13T04:00:00Z,PT60M,12.5,0,0,0,19.4,88.2,1007.0,248,4.7
2021-07-13T06:00:00Z,2021-07-13T05:00:00Z,PT60M,12.6,0,0,0,19.1,87.6,1007.0,244,4.5
2021-07-13T07:00:00Z,2021-07-13T06:00:00Z,PT60M,12.6,0,0,0,19.2,87.9,1006.8,239,4.3
2021-07-13T08:00:00Z,2021-07-13T07:00:00Z,PT60M,12.5,0,0,0,19.7,88.2,1006.6,234,4.3
2021-07-13T09:00:00Z,2021-07-13T08:00:00Z,PT60M,12.4,0,0,0,20.1,88.2,1006.2,231,4.3
2021-07-13T10:00:00Z,2021-07-13T09:00:00Z,PT60M,12.3,0,0,0,20.1,88.2,1006.0,227,4.4
2021-07-13T11:00:00Z,2021-07-13T10:00:00Z,PT60M,12.3,0,0,0,19.9,87.9,1006.0,225,4.4
2021-07-13T12:00:00Z,2021-07-13T11:00:00Z,PT60M,12.1,0,0,0,20.4,87.9,1006.2,230,4.5
2021-07-13T13:00:00Z,2021-07-13T12:00:00Z,PT60M,11.9,0,0,0,20.9,88.2,1006.6,236,4.5
2021-07-13T14:00:00Z,2021-07-13T13:00:00Z,PT60M,12.0,28,0,28,20.5,87.9,1007.0,239,4.3
2021-07-13T15:00:00Z,2021-07-13T14:00:00Z,PT60M,12.0,81,0,81,19.0,87.6,1007.4,239,4.2
2021-07-13T16:00:00Z,2021-07-13T15:00:00Z,PT60M,12.2,132,0,132,16.6,86.7,1007.9,237,4.2
2021-07-13T17:00:00Z,2021-07-13T16:00:00Z,PT60M,12.7,205,0,205,14.4,84.4,1008.2,231,4.2
2021-07-13T18:00:00Z,2021-07-13T17:00:00Z,PT60M,13.0,307,0,307,13.6,82.3,1008.3,227,4.4
2021-07-13T19:00:00Z,2021-07-13T18:00:00Z,PT60M,13.6,371,0,371,13.4,78.8,1008.5,228,4.7
2021-07-13T20:00:00Z,2021-07-13T19:00:00Z,PT60M,14.4,483,31,513,13.2,74.9,1008.5,232,5.2
2021-07-13T21:00:00Z,2021-07-13T20:00:00Z,PT60M,14.7,580,135,709,13.2,73.7,1008.3,236,5.7
2021-07-13T22:00:00Z,2021-07-13T21:00:00Z,PT60M,14.8,477,309,759,13.3,74.2,1007.9,238,6.1
2021-07-13T23:00:00Z,2021-07-13T22:00:00Z,PT60M,14.8,490,130,601,13.3,75.2,1007.6,240,6.4
2021-07-14T00:00:00Z,2021-07-13T23:00:00Z,PT60M,14.5,423,65,468,13.0,77.7,1007.3,242,6.4
2021-07-14T01:00:00Z,2021-07-14T00:00:00Z,PT60M,13.9,300,196,409,12.6,81.3,1007.1,244,6.1
2021-07-14T02:00:00Z,2021-07-14T01:00:00Z,PT60M,13.3,204,77,232,12.3,84.6,1007.1,245,5.6
2021-07-14T03:00:00Z,2021-07-14T02:00:00Z,PT60M,12.7,89,1,89,12.1,87.4,1007.2,245,5.0
2021-07-14T04:00:00Z,2021-07-14T03:00:00Z,PT60M,12.2,7,0,7,12.0,89.1,1007.4,244,4.6
2021-07-14T05:00:00Z,2021-07-14T04:00:00Z,PT60M,12.2,0,0,0,11.9,88.4,1007.7,243,4.2
2021-07-14T06:00:00Z,2021-07-14T05:00:00Z,PT60M,12.3,0,0,0,12.0,87.6,1007.9,239,4.0
2021-07-14T07:00:00Z,2021-07-14T06:00:00Z,PT60M,12.4,0,0,0,12.0,87.3,1007.9,233,3.8
2021-07-14T08:00:00Z,2021-07-14T07:00:00Z,PT60M,12.3,0,0,0,12.0,87.3,1007.7,229,3.8
2021-07-14T09:00:00Z,2021-07-14T08:00:00Z,PT60M,12.2,0,0,0,12.1,88.5,1007.4,222,3.6
2021-07-14T10:00:00Z,2021-07-14T09:00:00Z,PT60M,12.0,0,0,0,12.2,89.6,1007.2,209,3.5
2021-07-14T11:00:00Z,2021-07-14T10:00:00Z,PT60M,12.0,0,0,0,12.4,89.9,1007.0,201,3.4
2021-07-14T12:00:00Z,2021-07-14T11:00:00Z,PT60M,12.1,0,0,0,12.3,89.3,1007.2,198,3.4
2021-07-14T13:00:00Z,2021-07-14T12:00:00Z,PT60M,12.0,0,0,0,12.4,88.8,1007.6,196,3.3
2021-07-14T14:00:00Z,2021-07-14T13:00:00Z,PT60M,12.2,31,3,31,12.6,87.9,1008.1,195,3.4
2021-07-14T15:00:00Z,2021-07-14T14:00:00Z,PT60M,12.7,109,0,109,12.9,85.0,1008.5,195,3.5
2021-07-14T16:00:00Z,2021-07-14T15:00:00Z,PT60M,13.4,225,0,225,13.2,80.7,1008.8,196,3.5
2021-07-14T17:00:00Z,2021-07-14T16:00:00Z,PT60M,14.3,378,47,410,13.7,75.8,1008.8,204,3.6
2021-07-14T18:00:00Z,2021-07-14T17:00:00Z,PT60M,15.2,189,726,761,14.2,72.0,1008.8,212,3.8
2021-07-14T19:00:00Z,2021-07-14T18:00:00Z,PT60M,16.0,154,869,922,14.5,68.9,1009.0,222,4.2
2021-07-14T20:00:00Z,2021-07-14T19:00:00Z,PT60M,16.7,163,878,994,14.8,66.1,1008.9,232,4.7
2021-07-14T21:00:00Z,2021-07-14T20:00:00Z,PT60M,17.1,164,881,1008,15.1,65.1,1008.6,239,5.3
2021-07-14T22:00:00Z,2021-07-14T21:00:00Z,PT60M,17.0,157,876,963,15.4,66.0,1008.4,244,5.7
2021-07-14T23:00:00Z,2021-07-14T22:00:00Z,PT60M,16.5,149,852,862,15.2,68.6,1008.2,248,6.2
2021-07-15T00:00:00Z,2021-07-14T23:00:00Z,PT60M,15.8,137,811,713,14.5,72.0,1008.1,249,6.3
2021-07-15T01:00:00Z,2021-07-15T00:00:00Z,PT60M,15.1,225,416,465,13.8,74.8,1007.9,250,6.0
2021-07-15T02:00:00Z,2021-07-15T01:00:00Z,PT60M,14.3,203,90,240,13.4,78.0,1007.9,250,5.6
2021-07-15T03:00:00Z,2021-07-15T02:00:00Z,PT60M,13.5,78,0,78,12.9,82.4,1008.1,247,5.3
2021-07-15T04:00:00Z,2021-07-15T03:00:00Z,PT60M,12.8,6,0,6,12.8,86.5,1008.5,244,4.9
2021-07-15T05:00:00Z,2021-07-15T04:00:00Z,PT60M,12.4,0,0,0,13.5,88.5,1009.1,242,4.8
2021-07-15T06:00:00Z,2021-07-15T05:00:00Z,PT60M,12.5,0,0,0,14.5,88.8,1009.5,237,4.5
2021-07-15T07:00:00Z,2021-07-15T06:00:00Z,PT60M,12.7,0,0,0,15.1,88.8,1009.6,229,4.4
2021-07-15T08:00:00Z,2021-07-15T07:00:00Z,PT60M,12.8,0,0,0,14.9,89.4,1009.4,224,4.4
2021-07-15T09:00:00Z,2021-07-15T08:00:00Z,PT60M,12.8,0,0,0,14.4,90.6,1009.2,221,4.3
2021-07-15T10:00:00Z,2021-07-15T09:00:00Z,PT60M,12.8,0,0,0,14.1,90.9,1009.1,217,4.4
2021-07-15T11:00:00Z,2021-07-15T10:00:00Z,PT60M,12.9,0,0,0,13.9,90.3,1009.0,214,4.4
2021-07-15T12:00:00Z,2021-07-15T11:00:00Z,PT60M,12.7,0,0,0,14.1,89.7,1009.2,214,4.2
2021-07-15T13:00:00Z,2021-07-15T12:00:00Z,PT60M,12.6,0,0,0,14.0,88.2,1009.5,216,3.9
2021-07-15T14:00:00Z,2021-07-15T13:00:00Z,PT60M,12.7,28,0,28,13.5,86.2,1009.9,217,3.6
2021-07-15T15:00:00Z,2021-07-15T14:00:00Z,PT60M,12.8,115,3,116,12.9,85.0,1010.5,217,3.4
2021-07-15T16:00:00Z,2021-07-15T15:00:00Z,PT60M,13.0,213,0,213,12.4,83.9,1010.8,218,3.4
2021-07-15T17:00:00Z,2021-07-15T16:00:00Z,PT60M,13.7,317,76,362,11.9,80.4,1010.8,222,3.6
2021-07-15T18:00:00Z,2021-07-15T17:00:00Z,PT60M,14.4,435,7,440,11.5,76.9,1010.9,226,3.9
2021-07-15T19:00:00Z,2021-07-15T18:00:00Z,PT60M,14.8,513,128,629,11.2,74.7,1010.8,232,4.2
2021-07-15T20:00:00Z,2021-07-15T19:00:00Z,PT60M,15.2,529,232,748,11.0,73.5,1010.6,239,4.6
2021-07-15T21:00:00Z,2021-07-15T20:00:00Z,PT60M,15.1,349,571,896,11.1,73.8,1010.3,245,5.0
2021-07-15T22:00:00Z,2021-07-15T21:00:00Z,PT60M,15.0,293,651,889,11.3,74.8,1010.0,250,5.6
2021-07-15T23:00:00Z,2021-07-15T22:00:00Z,PT60M,14.8,250,669,808,11.6,76.5,1009.8,255,6.2
2021-07-16T00:00:00Z,2021-07-15T23:00:00Z,PT60M,14.5,269,519,637,11.9,78.2,1009.6,259,6.4
2021-07-16T01:00:00Z,2021-07-16T00:00:00Z,PT60M,14.0,297,190,405,12.1,80.3,1009.2,262,6.3
2021-07-16T02:00:00Z,2021-07-16T01:00:00Z,PT60M,13.3,171,0,171,12.1,83.2,1009.1,262,6.0
2021-07-16T03:00:00Z,2021-07-16T02:00:00Z,PT60M,12.7,78,0,78,12.0,85.9,1009.1,260,5.6
2021-07-16T04:00:00Z,2021-07-16T03:00:00Z,PT60M,12.3,7,3,7,12.0,87.3,1009.2,256,5.1
2021-07-16T05:00:00Z,2021-07-16T04:00:00Z,PT60M,12.4,0,0,0,12.0,87.3,1009.4,252,4.6
2021-07-16T06:00:00Z,2021-07-16T05:00:00Z,PT60M,12.4,0,0,0,11.9,86.1,1009.5,247,4.3
2021-07-16T07:00:00Z,2021-07-16T06:00:00Z,PT60M,12.3,0,0,0,11.8,85.9,1009.3,241,4.4
2021-07-16T08:00:00Z,2021-07-16T07:00:00Z,PT60M,12.3,0,0,0,11.8,85.8,1009.1,236,4.4
2021-07-16T09:00:00Z,2021-07-16T08:00:00Z,PT60M,12.4,0,0,0,11.9,85.3,1008.8,230,4.3
2021-07-16T10:00:00Z,2021-07-16T09:00:00Z,PT60M,12.5,0,0,0,12.2,85.0,1008.5,220,4.1
2021-07-16T11:00:00Z,2021-07-16T10:00:00Z,PT60M,12.4,0,0,0,12.6,85.6,1008.3,211,3.8
2021-07-16T12:00:00Z,2021-07-16T11:00:00Z,PT60M,12.2,0,0,0,12.9,86.4,1008.2,204,3.4
2021-07-16T13:00:00Z,2021-07-16T12:00:00Z,PT60M,12.2,0,0,0,13.1,86.4,1008.4,201,3.2
2021-07-16T14:00:00Z,2021-07-16T13:00:00Z,PT60M,12.3,30,3,30,13.3,85.8,1008.7,200,2.9
2021-07-16T15:00:00Z,2021-07-16T14:00:00Z,PT60M,12.5,110,0,110,13.4,84.4,1009.1,198,2.7
2021-07-16T16:00:00Z,2021-07-16T15:00:00Z,PT60M,12.9,252,13,258,13.5,82.5,1009.4,199,2.4
2021-07-16T17:00:00Z,2021-07-16T16:00:00Z,PT60M,13.8,187,578,568,13.6,78.6,1009.5,204,2.4
2021-07-16T18:00:00Z,2021-07-16T17:00:00Z,PT60M,14.7,100,908,805,13.8,73.9,1009.5,216,2.5
2021-07-16T19:00:00Z,2021-07-16T18:00:00Z,PT60M,15.5,135,896,925,14.0,69.7,1009.4,230,3.0
2021-07-16T20:00:00Z,2021-07-16T19:00:00Z,PT60M,16.4,142,908,999,14.2,66.3,1009.1,240,3.7
2021-07-16T21:00:00Z,2021-07-16T20:00:00Z,PT60M,16.8,139,915,1014,14.3,65.1,1008.8,246,4.3
2021-07-16T22:00:00Z,2021-07-16T21:00:00Z,PT60M,16.7,125,920,971,14.5,65.5,1008.3,248,4.9
2021-07-16T23:00:00Z,2021-07-16T22:00:00Z,PT60M,16.3,117,902,870,14.6,67.4,1007.9,249,5.3
2021-07-17T00:00:00Z,2021-07-16T23:00:00Z,PT60M,15.7,107,866,720,14.5,70.3,1007.6,249,5.3
2021-07-17T01:00:00Z,2021-07-17T00:00:00Z,PT60M,15.2,93,804,535,14.4,73.3,1007.3,249,4.9
2021-07-17T02:00:00Z,2021-07-17T01:00:00Z,PT60M,14.8,88,609,321,14.2,76.5,1007.0,248,4.5
2021-07-17T03:00:00Z,2021-07-17T02:00:00Z,PT60M,14.1,91,64,100,14.1,80.6,1007.1,246,4.3
2021-07-17T04:00:00Z,2021-07-17T03:00:00Z,PT60M,13.3,6,38,9,13.9,85.7,1007.2,240,3.9
2021-07-17T05:00:00Z,2021-07-17T04:00:00Z,PT60M,12.8,0,0,0,13.8,88.5,1007.5,229,3.6
2021-07-17T06:00:00Z,2021-07-17T05:00:00Z,PT60M,12.7,0,0,0,13.6,89.1,1007.5,220,3.7
2021-07-17T07:00:00Z,2021-07-17T06:00:00Z,PT60M,12.6,0,0,0,13.6,89.4,1007.3,215,3.7
2021-07-17T08:00:00Z,2021-07-17T07:00:00Z,PT60M,12.5,0,0,0,13.7,89.7,1007.1,212,3.5
2021-07-17T09:00:00Z,2021-07-17T08:00:00Z,PT60M,12.4,0,0,0,13.8,90.0,1007.0,207,3.5
2021-07-17T10:00:00Z,2021-07-17T09:00:00Z,PT60M,12.3,0,0,0,13.9,90.0,1007.0,203,3.5
2021-07-17T11:00:00Z,2021-07-17T10:00:00Z,PT60M,12.2,0,0,0,14.2,90.3,1007.1,200,3.4
2021-07-17T12:00:00Z,2021-07-17T11:00:00Z,PT60M,12.1,0,0,0,14.9,90.9,1007.3,197,3.3
2021-07-17T13:00:00Z,2021-07-17T12:00:00Z,PT60M,12.0,0,0,0,15.6,91.1,1007.6,195,3.1
2021-07-17T14:00:00Z,2021-07-17T13:00:00Z,PT60M,12.2,32,17,34,15.8,90.2,1007.9,188,2.7
2021-07-17T15:00:00Z,2021-07-17T14:00:00Z,PT60M,12.9,132,1,133,15.7,86.7,1008.3,181,2.3
2021-07-17T16:00:00Z,2021-07-17T15:00:00Z,PT60M,14.2,265,38,282,15.4,79.9,1008.7,186,1.9
2021-07-17T17:00:00Z,2021-07-17T16:00:00Z,PT60M,15.8,163,652,586,14.9,72.1,1008.8,206,1.7
2021-07-17T18:00:00Z,2021-07-17T17:00:00Z,PT60M,17.0,101,902,800,14.8,66.4,1008.8,229,1.9
2021-07-17T19:00:00Z,2021-07-17T18:00:00Z,PT60M,17.9,110,928,928,14.6,62.5,1008.8,245,2.6
2021-07-17T20:00:00Z,2021-07-17T19:00:00Z,PT60M,18.5,111,945,1003,14.3,60.0,1008.7,250,3.7
2021-07-17T21:00:00Z,2021-07-17T20:00:00Z,PT60M,18.5,112,948,1018,14.1,60.5,1008.6,254,4.3
2021-07-17T22:00:00Z,2021-07-17T21:00:00Z,PT60M,18.1,123,925,972,14.0,62.8,1008.4,257,4.4
2021-07-17T23:00:00Z,2021-07-17T22:00:00Z,PT60M,17.8,119,901,870,13.8,64.9,1008.2,258,4.7
2021-07-18T00:00:00Z,2021-07-17T23:00:00Z,PT60M,17.2,110,863,721,13.7,67.2,1008.0,260,4.9
2021-07-18T01:00:00Z,2021-07-18T00:00:00Z,PT60M,16.6,96,798,535,13.6,70.0,1007.8,259,4.4
2021-07-18T02:00:00Z,2021-07-18T01:00:00Z,PT60M,16.1,76,684,330,13.8,72.7,1007.6,253,4.0
2021-07-18T03:00:00Z,2021-07-18T02:00:00Z,PT60M,15.2,49,414,129,14.0,77.3,1007.8,250,3.8
2021-07-18T04:00:00Z,2021-07-18T03:00:00Z,PT60M,13.9,6,37,9,13.9,84.4,1008.2,249,3.7
2021-07-18T05:00:00Z,2021-07-18T04:00:00Z,PT60M,13.1,0,0,0,13.6,89.1,1008.6,248,3.5
2021-07-18T06:00:00Z,2021-07-18T05:00:00Z,PT60M,12.9,0,0,0,13.7,90.0,1008.9,241,3.1
2021-07-18T07:00:00Z,2021-07-18T06:00:00Z,PT60M,12.9,0,0,0,14.3,90.0,1009.2,228,2.9
2021-07-18T08:00:00Z,2021-07-18T07:00:00Z,PT60M,12.9,0,0,0,14.8,90.0,1009.2,221,3.1
2021-07-18T09:00:00Z,2021-07-18T08:00:00Z,PT60M,12.8,0,0,0,14.9,90.0,1009.0,226,3.2
2021-07-18T10:00:00Z,2021-07-18T09:00:00Z,PT60M,12.7,0,0,0,14.8,90.3,1008.9,232,3.2
2021-07-18T11:00:00Z,2021-07-18T10:00:00Z,PT60M,12.5,0,0,0,14.9,90.9,1009.0,231,2.9
2021-07-18T12:00:00Z,2021-07-18T11:00:00Z,PT60M,12.3,0,0,0,15.2,91.5,1009.1,227,2.7
2021-07-18T13:00:00Z,2021-07-18T12:00:00Z,PT60M,12.2,0,0,0,15.5,91.8,1009.2,220,2.6
2021-07-18T14:00:00Z,2021-07-18T13:00:00Z,PT60M,12.4,34,76,43,15.6,91.2,1009.4,216,2.5
2021-07-18T15:00:00Z,2021-07-18T14:00:00Z,PT60M,13.2,88,408,208,15.9,87.0,1009.5,218,2.5
2021-07-18T16:00:00Z,2021-07-18T15:00:00Z,PT60M,14.5,90,729,425,16.3,79.7,1009.6,216,2.5
2021-07-18T17:00:00Z,2021-07-18T16:00:00Z,PT60M,15.9,107,816,622,16.9,72.4,1009.7,220,2.7
2021-07-18T18:00:00Z,2021-07-18T17:00:00Z,PT60M,17.0,126,856,788,17.6,67.3,1009.9,232,3.0
2021-07-18T19:00:00Z,2021-07-18T18:00:00Z,PT60M,17.9,170,833,903,18.3,63.6,1010.1,242,3.3
2021-07-18T20:00:00Z,2021-07-18T19:00:00Z,PT60M,18.6,184,838,974,18.8,60.4,1010.0,246,3.7
2021-07-18T21:00:00Z,2021-07-18T20:00:00Z,PT60M,19.0,184,842,988,19.5,59.0,1009.8,244,4.4
2021-07-18T22:00:00Z,2021-07-18T21:00:00Z,PT60M,18.7,162,856,947,20.3,59.9,1009.5,245,5.4
2021-07-18T23:00:00Z,2021-07-18T22:00:00Z,PT60M,18.0,151,834,845,21.1,62.8,1009.3,247,5.8
2021-07-19T00:00:00Z,2021-07-18T23:00:00Z,PT60M,17.5,184,685,671,22.2,64.6,1009.3,248,5.1
2021-07-19T01:00:00Z,2021-07-19T00:00:00Z,PT60M,17.0,242,358,441,23.0,66.7,1009.3,253,4.5
2021-07-19T02:00:00Z,2021-07-19T01:00:00Z,PT60M,16.1,184,165,247,23.7,70.4,1009.4,255,4.1
2021-07-19T03:00:00Z,2021-07-19T02:00:00Z,PT60M,15.1,82,0,82,24.1,74.8,1009.7,255,3.7
2021-07-19T04:00:00Z,2021-07-19T03:00:00Z,PT60M,14.1,6,0,6,24.4,80.3,1009.8,257,3.5
2021-07-19T05:00:00Z,2021-07-19T04:00:00Z,PT60M,13.5,0,0,0,24.8,84.0,1010.1,251,3.2
2021-07-19T06:00:00Z,2021-07-19T05:00:00Z,PT60M,13.4,0,0,0,25.3,84.8,1010.5,243,3.1
2021-07-19T07:00:00Z,2021-07-19T06:00:00Z,PT60M,13.3,0,0,0,26.1,85.1,1010.7,239,3.0
2021-07-19T08:00:00Z,2021-07-19T07:00:00Z,PT60M,13.3,0,0,0,26.7,85.4,1010.7,239,3.0
2021-07-19T09:00:00Z,2021-07-19T08:00:00Z,PT60M,13.2,0,0,0,27.0,86.2,1010.4,240,2.9
2021-07-19T10:00:00Z,2021-07-19T09:00:00Z,PT60M,13.2,0,0,0,27.3,86.8,1010.3,231,2.8
2021-07-19T11:00:00Z,2021-07-19T10:00:00Z,PT60M,13.2,0,0,0,27.8,86.8,1010.1,229,2.7
2021-07-19T12:00:00Z,2021-07-19T11:00:00Z,PT60M,13.3,0,0,0,27.6,88.9,1009.9,231,2.5
2021-07-19T13:00:00Z,2021-07-19T12:00:00Z,PT60M,13.2,0,0,0,27.0,90.6,1010.0,223,2.3
2021-07-19T14:00:00Z,2021-07-19T13:00:00Z,PT60M,13.3,29,101,41,26.8,89.1,1010.4,215,2.6
2021-07-19T15:00:00Z,2021-07-19T14:00:00Z,PT60M,14.1,80,427,203,27.1,84.6,1010.9,214,2.7
2021-07-19T16:00:00Z,2021-07-19T15:00:00Z,PT60M,15.3,92,692,409,27.7,78.3,1011.1,216,2.6
2021-07-19T17:00:00Z,2021-07-19T16:00:00Z,PT60M,16.5,102,799,604,28.3,71.3,1011.3,217,2.5
2021-07-19T18:00:00Z,2021-07-19T17:00:00Z,PT60M,17.7,147,784,751,28.9,64.3,1011.5,217,2.4
2021-07-19T19:00:00Z,2021-07-19T18:00:00Z,PT60M,18.6,160,820,881,28.9,59.8,1011.6,224,2.6
2021-07-19T20:00:00Z,2021-07-19T19:00:00Z,PT60M,19.2,162,845,957,28.6,57.6,1011.4,241,3.1
2021-07-19T21:00:00Z,2021-07-19T20:00:00Z,PT60M,19.3,158,856,975,28.4,56.5,1011.1,251,3.9
2021-07-19T22:00:00Z,2021-07-19T21:00:00Z,PT60M,18.9,156,845,931,28.2,58.2,1010.9,252,4.8
2021-07-19T23:00:00Z,2021-07-19T22:00:00Z,PT60M,17.8,144,827,833,28.2,62.6,1010.9,254,5.5
2021-07-20T00:00:00Z,2021-07-19T23:00:00Z,PT60M,16.6,194,534,584,27.8,67.1,1010.9,256,5.6
2021-07-20T01:00:00Z,2021-07-20T00:00:00Z,PT60M,15.7,270,0,270,27.4,71.0,1010.9,255,5.5
2021-07-20T02:00:00Z,2021-07-20T01:00:00Z,PT60M,14.9,182,35,193,26.8,75.0,1010.8,256,5.4
2021-07-20T03:00:00Z,2021-07-20T02:00:00Z,PT60M,14.0,67,199,108,25.5,79.2,1011.0,256,5.1
2021-07-20T04:00:00Z,2021-07-20T03:00:00Z,PT60M,13.2,6,18,7,23.9,82.9,1011.2,255,4.8
2021-07-20T05:00:00Z,2021-07-20T04:00:00Z,PT60M,12.9,0,0,0,22.3,84.8,1011.5,253,4.5
2021-07-20T06:00:00Z,2021-07-20T05:00:00Z,PT60M,12.8,0,0,0,20.9,87.1,1011.7,248,4.1
2021-07-20T07:00:00Z,2021-07-20T06:00:00Z,PT60M,12.7,0,0,0,19.5,89.1,1011.6,237,3.8
2021-07-20T08:00:00Z,2021-07-20T07:00:00Z,PT60M,12.8,0,0,0,18.0,89.4,1011.2,223,3.6
2021-07-20T09:00:00Z,2021-07-20T08:00:00Z,PT60M,12.7,0,0,0,16.8,89.7,1010.8,216,3.4
2021-07-20T10:00:00Z,2021-07-20T09:00:00Z,PT60M,12.7,0,0,0,16.2,90.0,1010.5,214,3.3
2021-07-20T11:00:00Z,2021-07-20T10:00:00Z,PT60M,12.6,0,0,0,15.8,90.6,1010.5,215,2.9
2021-07-20T12:00:00Z,2021-07-20T11:00:00Z,PT60M,12.3,0,0,0,15.2,91.5,1010.7,217,2.9
2021-07-20T13:00:00Z,2021-07-20T12:00:00Z,PT60M,12.0,0,0,0,14.6,92.7,1011.1,224,3.2
2021-07-20T14:00:00Z,2021-07-20T13:00:00Z,PT60M,12.1,32,22,34,14.1,92.3,1011.7,232,3.6
2021-07-20T15:00:00Z,2021-07-20T14:00:00Z,PT60M,12.4,93,0,93,14.0,90.2,1012.3,236,3.9
2021-07-20T16:00:00Z,2021-07-20T15:00:00Z,PT60M,12.8,167,0,167,14.1,87.6,1012.6,237,4.0
2021-07-20T17:00:00Z,2021-07-20T16:00:00Z,PT60M,13.5,309,0,309,14.3,84.5,1012.8,238,4.0
2021-07-20T18:00:00Z,2021-07-20T17:00:00Z,PT60M,14.0,470,21,487,14.5,82.9,1012.9,237,4.0
2021-07-20T19:00:00Z,2021-07-20T18:00:00Z,PT60M,14.8,520,134,640,14.7,78.7,1012.8,240,4.2
2021-07-20T20:00:00Z,2021-07-20T19:00:00Z,PT60M,15.7,499,286,767,14.8,74.1,1012.4,246,4.7
2021-07-20T21:00:00Z,2021-07-20T20:00:00Z,PT60M,16.2,191,817,970,14.9,72.2,1011.9,250,5.2
2021-07-20T22:00:00Z,2021-07-20T21:00:00Z,PT60M,16.6,110,939,969,14.7,70.7,1011.2,252,5.6
2021-07-20T23:00:00Z,2021-07-20T22:00:00Z,PT60M,16.9,103,922,870,14.2,70.3,1010.5,254,6.0
2021-07-21T00:00:00Z,2021-07-20T23:00:00Z,PT60M,16.5,94,889,721,13.8,71.9,1010.2,254,6.0
2021-07-21T01:00:00Z,2021-07-21T00:00:00Z,PT60M,15.8,86,818,533,13.6,74.9,1009.8,255,5.9
2021-07-21T02:00:00Z,2021-07-21T01:00:00Z,PT60M,15.0,70,698,328,13.4,78.3,1009.5,258,5.7
2021-07-21T03:00:00Z,2021-07-21T02:00:00Z,PT60M,14.0,70,253,113,13.3,83.0,1009.4,260,5.4
2021-07-21T04:00:00Z,2021-07-21T03:00:00Z,PT60M,13.2,5,37,8,13.2,88.0,1009.5,261,5.0
2021-07-21T05:00:00Z,2021-07-21T04:00:00Z,PT60M,12.9,0,0,0,13.3,90.0,1009.7,262,4.7
2021-07-21T06:00:00Z,2021-07-21T05:00:00Z,PT60M,12.8,0,0,0,13.1,90.3,1009.8,260,4.7
2021-07-21T07:00:00Z,2021-07-21T06:00:00Z,PT60M,12.8,0,0,0,12.8,90.0,1009.7,258,4.6
2021-07-21T08:00:00Z,2021-07-21T07:00:00Z,PT60M,12.7,0,0,0,12.6,89.7,1009.4,253,4.2
2021-07-21T09:00:00Z,2021-07-21T08:00:00Z,PT60M,12.6,0,0,0,12.7,89.7,1009.1,242,3.8
2021-07-21T10:00:00Z,2021-07-21T09:00:00Z,PT60M,12.4,0,0,0,13.0,90.3,1008.9,237,3.6
2021-07-21T11:00:00Z,2021-07-21T10:00:00Z,PT60M,12.3,0,0,0,13.2,90.9,1008.8,234,3.3
2021-07-21T12:00:00Z,2021-07-21T11:00:00Z,PT60M,12.1,0,0,0,13.2,91.5,1008.7,234,3.1
2021-07-21T13:00:00Z,2021-07-21T12:00:00Z,PT60M,11.9,0,0,0,13.3,92.4,1008.8,235,3.2
2021-07-21T14:00:00Z,2021-07-21T13:00:00Z,PT60M,12.0,30,14,31,13.1,91.7,1009.1,236,3.3
2021-07-21T15:00:00Z,2021-07-21T14:00:00Z,PT60M,12.4,120,1,120,12.8,89.3,1009.3,237,3.3
2021-07-21T16:00:00Z,2021-07-21T15:00:00Z,PT60M,13.1,259,56,287,12.8,85.3,1009.5,230,2.9
2021-07-21T17:00:00Z,2021-07-21T16:00:00Z,PT60M,13.9,262,421,527,12.7,79.9,1009.5,227,2.9
2021-07-21T18:00:00Z,2021-07-21T17:00:00Z,PT60M,14.7,165,772,765,12.2,74.6,1009.6,235,3.4
2021-07-21T19:00:00Z,2021-07-21T18:00:00Z,PT60M,15.3,114,928,928,11.6,70.4,1009.6,241,4.0
2021-07-21T20:00:00Z,2021-07-21T19:00:00Z,PT60M,15.8,113,950,1005,11.2,67.3,1009.3,248,4.5
2021-07-21T21:00:00Z,2021-07-21T20:00:00Z,PT60M,16.0,109,960,1023,10.8,66.4,1008.9,254,5.1
2021-07-21T22:00:00Z,2021-07-21T21:00:00Z,PT60M,16.0,105,956,979,10.6,66.7,1008.5,255,5.6
2021-07-21T23:00:00Z,2021-07-21T22:00:00Z,PT60M,16.0,98,939,877,10.7,66.9,1008.1,257,5.9
2021-07-22T00:00:00Z,2021-07-21T23:00:00Z,PT60M,15.7,90,904,726,10.7,67.7,1007.8,258,6.2
2021-07-22T01:00:00Z,2021-07-22T00:00:00Z,PT60M,15.2,80,841,538,10.6,70.0,1007.6,258,6.1
2021-07-22T02:00:00Z,2021-07-22T01:00:00Z,PT60M,14.6,66,726,330,10.5,73.5,1007.4,255,5.6
2021-07-22T03:00:00Z,2021-07-22T02:00:00Z,PT60M,13.7,42,479,129,10.5,78.4,1007.3,251,5.4
2021-07-22T04:00:00Z,2021-07-22T03:00:00Z,PT60M,12.8,5,31,7,10.6,84.2,1007.5,247,5.1
2021-07-22T05:00:00Z,2021-07-22T04:00:00Z,PT60M,12.4,0,0,0,10.7,87.3,1007.9,238,4.5
